title,City,Salary,Experience,experience_level,Job Type,functional_area,career_level,skills
Social Media Specialist,Lahore,85000.0,3.0,Junior,Full Time,Marketing,Experienced Professional,"Social Media Strategies, Social Media Management, Social Media Optimization"
Call Center Agent,Karachi,82639.59731543624,1.0,Entry,Full Time,Telemarketing,Entry Level,"Fluent in English, Handle Outbound Calls, Telemarketing Skills"
Data Entry Operator,Lahore,35000.0,1.0,Entry,Full Time,Data Entry,Entry Level,"Communication Skills, Admin Operations Management, Data Management"
HR Manager,Karachi,70000.0,3.0,Junior,Full Time,Human Resources,Experienced Professional,"Employee Relations  Management, Payroll Management, Human Resource Management"
Civil Engineer – Construction Site Management,Lahore,47500.0,2.0,Junior,Full Time,Architects & Construction,Experienced Professional,"AutoCAD, MS Excel, Civil Drafting, Civil Design Knowledge, Civil Supervision Skills"
Shipping Pricing Manager,Karachi,110000.0,3.0,Junior,Full Time,Maritime & Shipping,Experienced Professional,"Freight Forwarding Management, International and Domestic Shipping, Communication Skills"
Odoo Functional Consultant,Karachi,200000.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Reporting and Analytics, Functional Development, ERP Command"
Senior Frontend / WordPress Developer,Karachi,115000.0,3.0,Junior,Full Time,Software & Web Development,Experienced Professional,"Javascript, CSS3, HTML"
General Manager - Restaurant,Lahore,125000.0,4.0,Mid,Full Time,Operations,Experienced Professional,"Operations Management, Team Building, Financial Management"
Digital Marketing Assistant,Islamabad,50000.0,1.0,Entry,Full Time,Marketing,Entry Level,"Social Media Handling, Social Media Strategies, Social Media Strategises"
Video Editor,Lahore,82639.59731543624,3.0,Junior,Full Time,Creative Design,Experienced Professional,"Adobe Illustrator, Adobe Photoshop, Capcut, Adobe After Effects, Adobe Premiere Pro, Canva"
Call Center Agent,Karachi,82639.59731543624,2.783132530120482,Junior,Full Time,Telemarketing,Entry Level,"Telemarketing  Skills, Fluent in English, Handle Outbound Calls"
Data Entry Operator,Karachi,27500.0,2.783132530120482,Junior,Full Time,Data Entry,Entry Level,"Data Comparison, Typing Speed, Data Management"
Office Assistant,Peshawar,37500.0,3.0,Junior,Full Time,"Secretarial, Clerical & Front Office",Experienced Professional,"Front Office Support, Record Keeping, Analytical Skills, Admin Operations Management, Communication Skills"
WordPress Developer,Karachi,82639.59731543624,1.0,Entry,Full Time,Software & Web Development,Entry Level,"PSD to WordPress, Javascript, CSS, HTML"
Sales Executive,Karachi,225000.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Entry Level,"Sales Management, eBooks Knowledge, Communication Skills"
Software Sales Executive,Islamabad,55000.0,3.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Communication Skills, End to End Sales, Sales Management"
Sales Executive,Islamabad,32500.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Entry Level,"Sales Management, Sales Automation, Fluent in English, Coordination Skills"
Sales / Marketing Executive,Lahore,27500.0,2.783132530120482,Junior,Full Time,Marketing,Entry Level,"Communication Skills, Sales Management, End to End Sales, Cold  Calling"
Junior HR Operations Officer / Coordinator,Karachi,32500.0,2.783132530120482,Junior,Full Time,Human Resources,Entry Level,"Employee Relations Management, Payroll Process, Documentation Management, HR Policies"
Project Coordinator,Rawalpindi,50000.0,2.783132530120482,Junior,Full Time,Project Management,Entry Level,"End To End Project Management, Admin Operations Management, Microsoft Outlook, Project Analysis"
Admin Assistant,Lahore,50000.0,2.0,Junior,Full Time,Administration,Experienced Professional,"Relationship Management, Administrative Management, Communication Skills"
Customer Support Supervisor,Islamabad,212500.0,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Experienced Professional,"Training Development, Managerial Skills, Customer Satisfaction Management"
Security Guard,Lahore,35000.0,5.0,Mid,Full Time,Security,Experienced Professional,"Weapons Training, Security Plan Preparation, Observation"
Shipping Operations Manager,Karachi,140000.0,4.0,Mid,Full Time,Maritime & Shipping,Experienced Professional,"Export Control Compliance, Export  Documentation, Shipping Operations Management"
SEO / Content Writer,Islamabad,82639.59731543624,2.783132530120482,Junior,Full Time,Writer,Entry Level,"SEO Writing, Content Writing, Content Marketing Skills, SEO Engine Ranking"
Office Assistant,Karachi,25000.0,2.783132530120482,Junior,Full Time,"Secretarial, Clerical & Front Office",Experienced Professional,"Bookkeeping Knowledge, Typing Speed, MS Office"
Freight Forwarding Expert,Karachi,105000.0,3.0,Junior,Full Time,Maritime & Shipping,Experienced Professional,"Customs Clearance, Sea And Air Freight, International and Domestic Shipping"
Medical Officer,Other,162500.0,2.0,Junior,Full Time,Health & Medicine,Experienced Professional,"Medical Assisting, ICD Coding Knowledge, Processing Knowledge, Hygiene Standards, Medical Transcription Writing"
Receptionist,Karachi,37500.0,2.783132530120482,Junior,Full Time,"Secretarial, Clerical & Front Office",Experienced Professional,"Communication Skills, Coordination Skills, Front Office Support"
WordPress Developer,Karachi,75000.0,3.0,Junior,Full Time,Software & Web Development,Experienced Professional,"Javascript, MySQL, HTML, PSD to WordPress"
Marketing Officer,Lahore,65000.0,2.0,Junior,Full Time,Marketing,Experienced Professional,"Marketing Strategies, Relations Management Skills, Event Marketing Strategies, Presentation Skills"
Customer Service Representative,Lahore,75000.0,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Entry Level,"Communication Skills, Travels Knowledge, Customer Satisfaction Management"
Customer Sales Representative,Islamabad,85000.0,2.783132530120482,Junior,Full Time,Telemarketing,Entry Level,"Communication Skills, Fluent in English, Travels Knowledge"
Data Entry Operator,Lahore,37500.0,2.0,Junior,Full Time,Data Entry,Experienced Professional,"Data Analytics, Data Management, Data Comparison, MS Excel"
Accounts Officer,Karachi,47500.0,3.0,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Accounts Software Command, Accounting, Payroll Process"
Customer Sales Specialist,Lahore,60000.0,2.783132530120482,Junior,Full Time,Telemarketing,Entry Level,"Communication Skills, Fluent in English, Travels Knowledge"
Senior Software Quality Assurance Engineer,Islamabad,82639.59731543624,5.0,Mid,Full Time,Software & Web Development,Experienced Professional,"Software Quality Management, CRM Testing, Automated Testing, MySQL"
Manager Stock / Store,Sialkot,82639.59731543624,5.0,Mid,Full Time,Warehousing,Experienced Professional,"Microsoft Office, QMS, FIFO, LIFO, Working On Erp, Warehousing, Store Management"
HR Assistant,Islamabad,42500.0,2.783132530120482,Junior,Full Time,Human Resources,Entry Level,"HR Information Management, Employee Relations Management, Technical Recruitment Skills, HR Policies Command, Talent Acquisition"
Customer Service Representative,Lahore,37500.0,1.0,Entry,Full Time,Telemarketing,Entry Level,"Communication Skills, Fluent in English, Travels Knowledge"
iOS Developer,Karachi,82639.59731543624,3.0,Junior,Full Time,Software & Web Development,Experienced Professional,"Communication Skills, iOS App Knowledge, iOS Development, iOS"
Finance Officer,Karachi,65000.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Operations, Financial Accounting, Communication Skills"
Social Media Manager,Lahore,65000.0,3.0,Junior,Full Time,Marketing,Experienced Professional,"Creative Social Management, Social Media Measurement, Social Media Integration, Social Media Optimization"
Business Continuity Management Specialist,Karachi,200000.0,3.0,Junior,Full Time,Management Information System (Mis),Experienced Professional,"Disaster Recovery, Risk Management, Business Continuity Management"
Project Manager - Real Estate,Other,162500.0,2.783132530120482,Junior,Full Time,Project Management,Department Head,"Interpersonal Leadership, Construction Engineering, Team Building"
Assistant Account Manager - Sales,Karachi,37500.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Communication Skills, Adaptive Skills, Mathematical Knowledge, MIT Knowledge"
Monitoring Officer,Lahore,47500.0,2.783132530120482,Junior,Full Time,"Teachers/Education, Training & Development",Experienced Professional,"Microsoft PowerPoint, Microsoft Word, Monitoring Skills, Admin Operations Management"
Marketing Manager,Karachi,75000.0,3.0,Junior,Full Time,Marketing,Experienced Professional,"Brand Management, Digital Marketing Management, Digital Marketing Analysis, eCommerce  SEO, Lead Genaration Skills, Marketing Engineering, Business Development Process"
Storekeeper,Karachi,50000.0,2.0,Junior,Full Time,Warehousing,Experienced Professional,"Inventory Control, Record Keeping, Store Management"
Accounts Assistant,Lahore,42500.0,2.0,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Accounts Software Command, Accounts Payments Handling, Field Task Management"
Sales Executive,Karachi,50000.0,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Sales Management, Sales Automation, Retail Sales"
Career Counselor / Admission Officer,Faisalabad,27500.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Communication Skills, Coordination Skills, Marketing Skills, Fluent in English"
Sales Executive,Karachi,45000.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Negotiation Skills, Mathematical Knowledge, Retail Sales"
Email Marketing Expert,Lahore,30000.0,2.783132530120482,Junior,Full Time,Marketing,Entry Level,"Export Operation Knowledge, Email List Building, Email List Generation, Email Strategies, Email List Management, Email Campaign Handling, Marketing Email Writing"
Customer Support Executive,Lahore,30000.0,1.0,Entry,Full Time,Client Services & Customer Support,Entry Level,"CRM, Customer Support, Communication Skills"
Manufacturing Process Engineer,Karachi,82639.59731543624,2.783132530120482,Junior,Full Time,Manufacturing,Experienced Professional,"Automation Skills, Communication Skills, Coordination Skills, Engineering Capability, Energy Efficiencies"
Recovery Executive,Lahore,42500.0,2.783132530120482,Junior,Other,"Accounts, Finance & Financial Services",Entry Level,"Customer Care Representation, Credit Collection Recovery, Marketing Skills"
Key Punch Operator,Other,35000.0,2.783132530120482,Junior,Full Time,Data Entry,Entry Level,"Data Entry, Data Management, Communication Skills"
Customer Support Representative,Islamabad,55000.0,1.0,Entry,Full Time,Client Services & Customer Support,Entry Level,"Fluent in English, Customer Care Representation, Communication Skills"
Video Session Support Officer,Lahore,82639.59731543624,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Entry Level,"CRM, Fluent in English, Communication Skills"
Sales / Marketing Executive,Karachi,42500.0,2.783132530120482,Junior,Full Time,Marketing,Entry Level,"Web Project Management, Business Development Process, Call Handling, Technical Product Sales, Telemarketing  Skills, Live Chat Handling, Sales Pro Skills"
Sales Verifier,Islamabad,125000.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Telemarketing  Skills, Communication Skills, Sales Management"
Assistant Brand Manager,Karachi,82639.59731543624,2.783132530120482,Junior,Full Time,Sales & Business Development,Entry Level,"Communication Skills, Budgeting Skills, Market Research Analysis, Brand Strategy Development"
Human Resource Intern,Lahore,7500.0,1.0,Entry,Other,Human Resources,Intern/Student,"HR Policies Command, Talent Acquisition, HR Relationship, Employee Relations  Management"
Fabricator,Karachi,32500.0,2.783132530120482,Junior,Full Time,Industrial Production,Experienced Professional,"Knowledge of Fabric Quality, Fabric Selection, Knit Fabrication"
eCommerce Support Specialist,Islamabad,52500.0,2.783132530120482,Junior,Part Time,Marketing,Entry Level,"Social Media Handling, Fluent in English, Communication Skills, Social Media Managing, Digital Marketing"
Telesales Executive,Lahore,45000.0,2.783132530120482,Junior,Full Time,Telemarketing,Entry Level,"Fluent in English, Coordination Skills, Telemarketing  Skills, Sales Operations"
Customer Relation Officer,Karachi,82639.59731543624,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Entry Level,"Social Media Marketing, Customer Dealing, Human Recourse Management"
Community Manager,Karachi,82639.59731543624,2.0,Junior,Full Time,Field Operations,Experienced Professional,"Social Media Strategies, Real Estate Content Development, Community Engagement, Web Community Management, Building Community"
